ID;Year;Sources;Title;Analysis
447;2013;Engineering Village, IEEE, SCOPUS;Intention-oriented modelling support for GORE in elastic cloud applications;OK
448;2012;Engineering Village, IEEE, SCOPUS;Intention-oriented modelling support for socio-technical driven elastic cloud applications;OK
449;2013;Engineering Village, SCOPUS, ScienceDirect, Web of Science;Intention-oriented programming support for runtime adaptive autonomic cloud-based applications;OK
451;2010;Engineering Village, SCOPUS;Interaction-driven self-adaptation of service ensembles;OK
457;2006;Engineering Village, SCOPUS;Keeping track of crosscutting requirements in UML models via context-based constraints;OK
466;2010;ACMDL, Engineering Village, SCOPUS;Live goals for adaptive service compositions;OK
478;1999;Engineering Village, SCOPUS, Web of Science;Managing requirements inconsistency with development goal monitors;OK
480;2009;Engineering Village, SCOPUS;Mapping semantically enriched Formal Tropos to business process models;OK
482;2012;Engineering Village, SCOPUS;Market-aware requirements;OK
497;2012;Engineering Village, IEEE, SCOPUS;Mitigating the obsolescence of quality specifications models in service-based systems;OK
498;2012;Engineering Village;Mobile application supported lifestyle intervention to lower prostate cancer risk;OK
500;2012;Engineering Village, IEEE, SCOPUS;Model Driven Provisioning in Multi-tenant Clouds;OK
502;2014;Springer;Model-Based Management of Strategic Initiatives;OK
508;2011;Engineering Village, IEEE, SCOPUS;Modelling adaptability and variability in requirements;OK
509;2014;ACMDL;Modelling and analysing contextual failures for dependability requirements;OK
515;2009;Engineering Village, SCOPUS, Web of Science;Monitoring and Diagnosing Malicious Attacks with Autonomic Software;OK
516;2009;Engineering Village, SCOPUS, Springer, Web of Science;Monitoring and diagnosing software requirements;OK
519;2006;Engineering Village;Monitoring requirements coverage using reconstructed views: An industrial case study;OK
521;2011;Engineering Village, IEEE, SCOPUS, Web of Science;Monitoring Service Systems from a Language-Action Perspective;OK (CA6)
525;2003;IEEE, Web of Science;Monitoring Web service requirements;OK
532;2002;ACMDL;Multiple instances and symbolic variables in executable sequence charts;OK
537;2003;SCOPUS, Web of Science;Object-oriented graceful evolution monitors;OK
543;2014;IEEE;On requirements representation and reasoning using answer set programming;OK
545;2009;Engineering Village, SCOPUS, Web of Science;On Technology Convergence and Platforms: Requirements Challenges from New Technologies and System Architectures;OK
546;2013;IEEE;On the autonomy requirements for space missions;OK
548;2014;ACMDL;On the impact of UML analysis models on source-code comprehensibility and modifiability;OK
555;2013;Engineering Village, SCOPUS;Ontological goal modelling for proactive assistive living in smart environments;OK
556;2009;Engineering Village, IEEE, SCOPUS;Ontological Support for Managing Non-Functional Requirements In Pervasive Healthcare;OK
558;2009;ACMDL, Engineering Village, SCOPUS;Operational semantics of goal models in adaptive agents;OK
560;2012;Engineering Village, SCOPUS, Web of Science;Optimizing Monitoring Requirements in Self-adaptive Systems;OK
561;2002;IEEE;Optimizing system requirements with evolutionary computation;OK
565;2006;Springer, Web of Science;PC-RE: a method for personal and contextual requirements engineering with some experience;OK
569;2009;SCOPUS;Performance impact analysis with KPP using application response measurement in E-government systems;OK
578;2006;Engineering Village;Policy-driven model for autonomic management of Web services using mas;OK
588;2012;Engineering Village, IEEE, SCOPUS;Privacy arguments: Analysing selective disclosure requirements for mobile applications;OK
590;2006;Engineering Village, SCOPUS;Procedure model for the analysis and design of reporting systems- A case study in conceptual modelling;OK
622;2008;Engineering Village, SCOPUS;Putting business into business process models;OK
623;2001;Engineering Village, SCOPUS;QoS-aware middleware for ubiquitous and heterogeneous environments;OK
627;2014;Engineering Village, IEEE, SCOPUS;Rationalism with a dose of empiricism: Case-based reasoning for requirements-driven self-adaptation;OK
629;2011;Engineering Village, IEEE, SCOPUS;Reasoning about adaptive requirements for self-adaptive systems at runtime;OK
631;2009;Engineering Village, IEEE, SCOPUS;Reasoning on Non-Functional Requirements for Integrated Services;OK
632;1998;ACMDL, IEEE, Web of Science;Reconciling system requirements and runtime behavior;OK
635;2008;Engineering Village, SCOPUS, Web of Science;Refining goal models by evaluating system behaviour;OK
636;2010;Engineering Village, SCOPUS, Springer, Web of Science;RELAX: a language to address uncertainty in self-adaptive systems requirement;OK
637;2009;Engineering Village, IEEE, SCOPUS;RELAX: Incorporating Uncertainty into the Specification of Self-Adaptive Systems;OK
638;2012;ACMDL, Engineering Village, SCOPUS;Relaxing claims: Coping with uncertainty while evaluating assumptions at run time;OK
641;2014;SCOPUS;Requirement analysis and metric development for public participatory GIS;OK
652;2013;Engineering Village, SCOPUS;Requirements and architectures for adaptive systems;OK
653;2008;Engineering Village, IEEE, SCOPUS;Requirements Capture with RCAT;OK
656;2009;IEEE;Requirements Elicitation in a Telemedicine Pain-treatment Trial;OK
660;2010;Engineering Village, IEEE, SCOPUS;Requirements Engineering for Adaptive Service Based Applications;OK
663;2011;Engineering Village, SCOPUS;Requirements engineering for self-adaptive systems: Core ontology and problem statement;OK
667;2009;Engineering Village, SCOPUS, Web of Science;Requirements Evolution and What (Research) to Do about It;OK
668;2011;Engineering Village, SCOPUS, Web of Science;Requirements Evolution: From Assumptions to Reality;OK
670;2001;IEEE;Requirements modeling for organization networks: a (dis)trust-based approach;OK
671;2011;IEEE, SCOPUS;Requirements models at run-time to support consistent system evolutions;OK
672;2013;ACMDL, Engineering Village, IEEE, SCOPUS, Web of Science;Requirements models for design- and runtime: A position paper;OK
673;2012;Engineering Village, SCOPUS;Requirements monitoring for adaptive service-based applications;OK
674;1995;Engineering Village, SCOPUS;Requirements monitoring in distributed environments;OK
675;1995;IEEE;Requirements monitoring in dynamic environments;OK
677;2010;ACMDL, Engineering Village, IEEE, SCOPUS;Requirements reflection: requirements as runtime entities;OK (CA4)
679;2009;Engineering Village, SCOPUS;Requirements tracing to support change in dynamically adaptive systems;OK
682;2010;Engineering Village, IEEE, SCOPUS;Requirements-Aware Systems: A Research Agenda for RE for Self-adaptive Systems;OK
684;2011;IEEE;Requirements-driven adaptation: Compliance, context, uncertainty, and systems;OK
685;2013;IEEE;Requirements-driven adaptive digital forensics;OK
686;2012;Engineering Village, IEEE, SCOPUS;Requirements-driven adaptive security: Protecting variable assets at runtime;OK
687;2007;Engineering Village, SCOPUS, Web of Science;Requirements-driven design and configuration management of business processes;OK
688;2006;ACMDL, Engineering Village, SCOPUS;Requirements-driven design of autonomic application software;OK
689;2012;Engineering Village, SCOPUS;Requirements-driven qualitative adaptation;OK
690;2015;Engineering Village, IEEE, SCOPUS, Web of Science;Requirements-Driven Self-Optimization of Composite Services Using Feedback Control;OK
692;2013;Engineering Village, SCOPUS, Springer;Requirements-driven software evolution;OK
699;2001;Engineering Village, IEEE, SCOPUS;Residual requirements and architectural residues;OK
705;2010;Engineering Village, SCOPUS;Round tripping in component based software development;OK
706;2011;ACMDL;Rule-based context-aware adaptation using a goal-oriented ontology;OK
707;2012;Engineering Village, IEEE, SCOPUS;Run-time model evaluation for requirements model-driven self-adaptation;OK
708;2005;Engineering Village;Run-time monitoring of requirements for systems composed of Web-services: Initial implementation and evaluation experience;OK
710;2011;Engineering Village, IEEE, SCOPUS, Web of Science;Run-time resolution of uncertainty;OK
711;2010;SCOPUS;Runtime adaptability through automated model evolution;OK
712;2013;Engineering Village, IEEE, SCOPUS;Runtime goal models: Keynote;OK
713;2011;ACMDL, Engineering Village, SCOPUS;Runtime models for automatic reorganization of multi-robot systems;OK
714;2009;Engineering Village, IEEE, SCOPUS;Runtime monitoring of cross-cutting policy;OK
715;2007;Engineering Village, SCOPUS;Runtime service discovery and reconfiguration using OWL-S based semantic web service;OK
716;2007;Engineering Village, SCOPUS;Runtime verification and monitoring of embedded systems;OK
719;2014;Springer;SAT based enforcement of domotic effects in smart environments;OK
720;2013;Engineering Village;Satisficing-based approach to resolve feature interactions in control systems;OK
721;2011;Engineering Village, SCOPUS, Web of Science;Satisfying user needs at the right time and in the right place: A research preview;OK
723;2011;IEEE;Scenario-Based Specification of Automotive Requirements With Quantitative Constraints and Synthesis of SL/SF Monitors;OK
724;2012;Engineering Village, SCOPUS;Scenario-driven development of context-aware adaptive web services;OK
727;2007;Engineering Village, SCOPUS;Secure service orchestration;OK
729;2012;SCOPUS;SecuriTAS: A tool for engineering adaptive security;OK
734;2014;ACMDL;Self-adaptation through incremental generative model transformations at runtime;OK
735;2013;Engineering Village, SCOPUS;Self-adaptive systems requirements modelling: Four related approaches comparison;OK
736;2014;SCOPUS;Self-explanation in adaptive systems based on runtime goal-based models;OK
737;2009;Engineering Village, IEEE, SCOPUS, Web of Science;Self-Repair through Reconfiguration: A Requirements Engineering Approach;OK
738;2012;Engineering Village, SCOPUS, ScienceDirect, Web of Science;Self-tuning of software systems through dynamic quality tradeoff and value-based feedback control loop;OK
739;2010;Engineering Village, IEEE, SCOPUS;Self-Tuning of Software Systems Through Goal-based Feedback Loop Control;OK
740;2001;IEEE;Semantic models for knowledge management;OK
749;2012;Engineering Village, IEEE, SCOPUS, Web of Science;Service-Driven Migrating of Enterprise Information Systems: A Case Study;OK
754;2002;Engineering Village, IEEE;SIMOO-RT - An object-oriented framework for the development of real-time industrial automation systems;OK
755;2009;Engineering Village, IEEE, SCOPUS, Web of Science;Situ: A Situation-Theoretic Approach to Context-Aware Service Evolution;OK
757;2011;Engineering Village, SCOPUS, Web of Science;Smart Work Workbench;OK
759;2011;Engineering Village, SCOPUS;Social sensing: When users become monitors;OK
760;2011;Engineering Village, IEEE, SCOPUS;Social Software Product Lines;OK
764;2014;ACMDL;Softgoal-based plan selection in model-driven BDI agents;OK
766;2014;Engineering Village, SCOPUS;Software evaluation via users' feedback at runtime;OK
767;2012;IEEE;Software Product Line Engineering for Developing Self-Adaptive Systems: Towards the Domain Requirements;OK
770;2009;ACMDL, Engineering Village, SCOPUS;Software self-reconfiguration: A BDI-based approach;OK
774;2009;Engineering Village, IEEE, SCOPUS;Specifying and Monitoring Interactions and Commitments in Open Business Processes;OK
775;2007;Engineering Village, IEEE, SCOPUS;Specifying Monitoring and Switching Problems in Context;OK
776;2009;Engineering Village, SCOPUS;Specifying requirements for real-time systems;OK
778;2012;Engineering Village, IEEE, SCOPUS;Stateful requirements monitoring for self-repairing socio-technical systems;OK
779;2004;Engineering Village;Strategies for handling the activity problem in runtime software evolution by reducing activity;OK
785;2013;Engineering Village;Studying system analysis for knowledge reasoning component-based;OK
789;2013;Engineering Village, SCOPUS;Supporting decision-making for self-adaptive systems: From goal models to dynamic decision networks;OK
795;2010;ACMDL;Synthesis of live behaviour models;OK
796;2013;SCOPUS;Synthesis of observers for autonomic evolutionary systems from requirements models;OK
798;2011;ACMDL;System identification for adaptive software systems: a requirements engineering perspective;OK
819;2015;Engineering Village, SCOPUS;The e-mobility case study;OK
822;1997;IEEE;The integrated specification and analysis of functional, temporal, and resource requirements;OK
825;2005;Engineering Village, SCOPUS;The MAIS approach to web service design;OK
826;2014;ACMDL;The many faces of operationalization in goal-oriented requirements engineering;OK
829;1999;IEEE;The process of inconsistency management: a framework for understanding;OK
830;2014;ACMDL, Engineering Village, SCOPUS;The requirements problem for adaptive systems;OK
832;2005;Engineering Village, IEEE, SCOPUS, Web of Science;The role of deferred requirements in a longitudinal study of emailing;OK
833;2007;Engineering Village, SCOPUS;The role of roles in supporting reconfigurability and fault localizations for open distributed and embedded systems;OK
838;1994;Springer;The user modeling shell system BGP-MS;OK
839;2014;IEEE;The Weighted Decision Matrix: Tracking Design Decisions in Service Compositions;OK
841;2012;IEEE;Tool support for combined rule-based and goal-based reasoning in Context-Aware systems;OK
845;2005;Engineering Village, SCOPUS, Web of Science;Toward improvement-oriented reuse of experience in engineering design processes;OK
846;2011;IEEE;Toward Inconsistency Awareness in Collaborative Software Development;OK
847;2010;IEEE;Towards a continuous requirements engineering framework for self-adaptive systems;OK
848;2011;IEEE;Towards a framework for describing cloud service characteristics for use by chief information officers;OK
849;2012;Engineering Village, SCOPUS, Web of Science;Towards a goal-driven approach to action selection in self-adaptive software;OK
850;2011;ACMDL;Towards a requirements-driven framework for detecting malicious behavior against software systems;OK
853;2011;Engineering Village, SCOPUS;Towards adaptive systems through requirements@runtime?;OK
855;2001;Engineering Village, SCOPUS;Towards automatically configurable multimedia applications;OK
858;2012;Engineering Village, IEEE, SCOPUS;Towards Dynamic Evolution of Self-Adaptive Systems Based on Dynamic Updating of Control Loops;OK
861;2008;Engineering Village, SCOPUS, Web of Science;Towards Goal-Driven Self Optimisation of Service Based Applications;OK
862;2014;SCOPUS;Towards monitoring cloud services using Models@run.time;OK
864;2005;ACMDL;Towards requirements-driven autonomic systems design;OK
866;2008;IEEE;Towards Seamless Adaptation: An Agent-Oriented Approach;OK
867;2007;Engineering Village, SCOPUS;Towards security monitoring patterns;OK
868;2010;Engineering Village, IEEE, SCOPUS;Towards Self-Managed Systems Aware of Economic Value;OK
870;2001;Engineering Village, SCOPUS;Towards support for ad-hoc multimedia bindings;OK
872;2007;Engineering Village, SCOPUS;Towards variability design as decision boundary placement;OK
874;2005;Engineering Village, SCOPUS;Tracing cross-cutting requirements via context-based constraints;OK
883;2014;Engineering Village, ScienceDirect, SCOPUS, Web of Science;Uncertainty handling in goal-driven self-optimization - Limiting the negative effect on adaptation;OK
884;2012;Engineering Village, SCOPUS;Uncertainty modeling of self-adaptive software requirement;OK
890;2009;IEEE;Use Case to Source Code Traceability: The Developer Navigation View Point;OK
897;2013;Engineering Village, IEEE, SCOPUS;Using goals and customizable services to improve adaptability of process-based service compositions;OK
899;2007;Engineering Village, SCOPUS;Using Microcomponents and Design Patterns to Build Evolutionary Transaction Services;OK
903;2012;SCOPUS, ScienceDirect, Web of Science;Using RELAX, SysML and KAOS for Ambient Systems Requirements Modeling;OK
906;2009;IEEE;Utilizing Rule Deviations in IT Ecosystems for Implicit Requirements Elicitation;OK
907;2008;IEEE;Utilizing security requirements engineering methods for operational security maintenance purposes;OK
912;2007;Engineering Village, IEEE, SCOPUS;Visualizing the Analysis of Dynamically Adaptive Systems Using i* and DSLs;OK
915;2003;IEEE;Web agents for requirements consistency management;OK
